id,物件名,ホストID,ホスト名,基礎自治体名,latitude,longitude,部屋タイプ,値段,最小宿泊数,レビュー数,最新レビュー日,一月あたりのレビュー数,ホストの保有物件数,貸し出している日数,リスティングのレビュー数（過去 12 か月間）,license
29289202,なごみ ホテル (NAGOMI HOTEL NIPPORI) - 和室ツインルーム,151954517,なごみ,荒川区,35.73161,139.77826,ホテル個室,,1,1,2019-02-18,0.02,6,46,0,Hotels and Inns Business Act | 荒川区保健所 | ２９荒保衛環き(三)第２号
29289322,なごみ ホテル (NAGOMI HOTEL NIPPORI) - 洋室ダブルルーム,151954517,なごみ,荒川区,35.73327,139.77815,ホテル個室,,1,1,2020-03-28,0.02,6,50,0,Hotels and Inns Business Act | 荒川区保健所 | ２９荒保衛環き(三)第２号
29289421,なごみ ホテル (NAGOMI HOTEL NIPPORI) - スタンダードツインルーム　,151954517,なごみ,荒川区,35.73298,139.77794,ホテル個室,,1,0,,,6,47,0,Hotels and Inns Business Act | 荒川区保健所 | ２９荒保衛環き(三)第２号
29401696,"Constructed in 2018! Twin Room/Near Ueno,Asakusa",219387975,Randor,荒川区,35.73482,139.77377,建物全体,23175,1,440,2024-06-16,6.44,4,86,50,Hotels and Inns Business Act | 東京都荒川区保健所 | 30荒保衛環き(三)第2号
29402057,"2018 OPEN! /Deluxe Twin Room/Near Ueno,Asakusa",219387975,Randor,荒川区,35.73438,139.77388,建物全体,23175,1,62,2024-06-19,0.91,4,74,10,Hotels and Inns Business Act | 東京都荒川区保健所 | 30荒保衛環き(三)第2号
29402175,Just Constructed in 2018! Ueno＊Asakusa Area,219387975,Randor,荒川区,35.7346,139.77394,建物全体,36509,1,248,2024-06-19,3.70,4,67,32,Hotels and Inns Business Act | 東京都荒川区保健所 | 30荒保衛環き(三)第2号
29402215,2018 Constructed! No transfer to Shibuya Shinjuku!,219387975,Randor,荒川区,35.73423,139.77542,建物全体,36509,1,78,2024-03-27,1.16,4,72,8,Hotels and Inns Business Act | 東京都荒川区保健所 | 30荒保衛環き(三)第2号
30047622,Twin Room （private room）Shared shower room、 Toilet,68181338,渥美,荒川区,35.74603,139.77052,ホテル個室,,1,3,2024-04-14,0.18,3,111,2,Hotels and Inns Business Act | 荒川区役所 | ２９荒保衛環き(三)第５号
30048052,"Private Bath、kitchen,　3 bunk beds（up to 6 people）",68181338,渥美,荒川区,35.74625,139.76937,ホテル個室,,1,25,2024-06-09,0.39,3,108,9,Hotels and Inns Business Act | 荒川区役所 | ２９荒保衛環き(三)第５号
30049203,Accommodates up to 7 people,68181338,渥美,荒川区,35.74535,139.77075,ホテル個室,,1,14,2024-06-02,0.73,3,101,8,Hotels and Inns Business Act | 荒川区役所 | ２９荒保衛環き(三)第５号
30429711,家庭入住，日式户建，独立双卧室，免费Wi-Fi，日比谷线，2站到上野，4站到秋葉原，19分钟到银座。,50402863,Hironobu,荒川区,35.72944,139.78447,建物全体,12999,1,70,2024-06-26,1.05,15,25,32,Hotels and Inns Business Act | 荒川区保健所 | 第M130010807号
30823597,US101室山手线温馨独立两居室。直达上野2分钟、新宿，池袋，涩谷，原宿，秋叶原。便利店，饮食店满载,230286051,Aiko （Hotel Name：SMOOTH  SAILING ),荒川区,35.72637,139.78132,建物全体,16000,2,129,2024-06-15,1.94,8,164,37,Hotels and Inns Business Act | 荒川区保健所 | 30荒保衛環き（三）第１６号
30824051,US401室山手线两居室温馨公寓。直达新宿，池袋，涩谷，原宿，秋叶原，东京。便利店超市，饮食店满载,230286051,Aiko （Hotel Name：SMOOTH  SAILING ),荒川区,35.72663,139.78266,建物全体,19659,2,149,2024-06-02,2.23,8,150,30,Hotels and Inns Business Act | 荒川区保健所 | 30荒保衛環き（三）第１６号
30965622,US502 山手线舒适小屋。新宿，涉谷，秋叶原，原宿，上野直达。便利店，饮食店满载,230286051,Aiko （Hotel Name：SMOOTH  SAILING ),荒川区,35.72635,139.78193,建物全体,12714,2,74,2024-06-05,1.10,8,206,5,Hotels and Inns Business Act | 荒川区保健所 | 30荒保衛環き（三）第１６号
31610280,Sato san's Rest ～Private room～,119542101,Nana & Yuta,荒川区,35.73399,139.78917,一般住宅個室,8000,1,8,2024-05-15,0.13,4,28,1,Hotels and Inns Business Act | 荒川区保健所 | 27荒保衛環き(三)第1号
31707528,Private room NipporiUeno (minimum 30 nights),26341212,Tombo,荒川区,35.73386,139.78177,一般住宅個室,,30,8,2024-06-02,0.12,4,1,3,M130016901
31868319,"B22_JR Yamanote Line walk 1 mins, Nishinippori",158518748,Yang,荒川区,35.73199,139.76945,建物全体,12071,2,86,2024-06-02,1.32,9,76,29,Hotels and Inns Business Act | 东京都荒川区保健所 | 31 荒保衛環き（三）第1号
31868603,"B24_JR Yamanote Line walk 1 mins, Nishinippori",158518748,Yang,荒川区,35.732,139.76856,建物全体,11786,2,107,2024-06-15,1.64,9,55,31,Hotels and Inns Business Act | 东京都荒川区 | 31 荒保衛環き（三）第1号
31868666,"JR Yamanote Line walk 1 mins, Nishinippori",158518748,Yang,荒川区,35.73244,139.76827,建物全体,12571,2,119,2024-05-30,1.81,9,217,36,Hotels and Inns Business Act | 东京都荒川区 | 31 荒保衛環き（三）第1号
31868772,"B26_JR Yamanote Line walk 1 mins, Nishinippori",158518748,Yang,荒川区,35.73387,139.76785,建物全体,12571,2,107,2024-06-02,1.64,9,65,37,Hotels and Inns Business Act | 东京都荒川区 | 31 荒保衛環き（三）第1号
31868894,"B27_JR Yamanote Line walk 1 mins, Nishinippori",158518748,Yang,荒川区,35.73208,139.76849,建物全体,12643,2,115,2024-06-12,1.75,9,142,40,Hotels and Inns Business Act | 东京都荒川区 | 31 荒保衛環き（三）第1号
32226794,Sun Hotel Senju Queen Room,210478015,Teresa,荒川区,35.74442,139.78994,建物全体,18779,2,22,2024-05-27,0.34,5,250,6,Hotels and Inns Business Act | 足立区足立保健所 | 30足足保生生収第514号
32553810,401Sunny apartment near Nippori Sta. 5mins/big bed,232836811,Chonglin,荒川区,35.72902,139.77551,建物全体,71428,1,29,2024-03-30,0.45,40,96,4,Hotels and Inns Business Act | 荒川区保健所 | 31荒保衛環き(三)第8号
32703799,SALE!【Direct NRT】5min  from Nippori Sta.（No.R101）,232836811,Chonglin,荒川区,35.73015213012695,139.77435302734375,建物全体,7600,1,57,2024-06-15,0.90,40,91,30,Hotels and Inns Business Act | 荒川区保健所 | 31荒保衛環き(三)第8号
32703998,Wafu Tatami apartment Nippori Sta. 5min/（No.R402）,232836811,Chonglin,荒川区,35.729942321777344,139.77438354492188,建物全体,10029,1,47,2024-06-15,0.83,40,95,33,Hotels and Inns Business Act | 荒川区保健所 | 31荒保衛環き(三)第8号
32704719,Wafu twin bed apartment Nippori Sta. 5min,232836811,Chonglin,荒川区,35.72919,139.77535,建物全体,8850,1,39,2024-06-10,0.69,40,101,28,Hotels and Inns Business Act | 荒川区保健所 | 31荒保衛環き(三)第8号
32704886,Wafu twin bed apartment Nippori Sta. 5min（No.R303）,232836811,Chonglin,荒川区,35.729942321777344,139.77438354492188,建物全体,8473,1,30,2024-06-20,0.48,40,100,22,Hotels and Inns Business Act | 荒川区保健所 | 31荒保衛環き(三)第8号
32704959,Wafu twin bed apartment Nippori Sta. 5min（No.R203）,232836811,Chonglin,荒川区,35.73015213012695,139.77435302734375,建物全体,9809,1,42,2024-06-12,0.66,40,99,29,Hotels and Inns Business Act | 荒川区保健所 | 31荒保衛環き(三)第8号
32723750,US302室山手线小屋。直达上野2分，Ueno 2 minutes直达新宿，涩谷，秋叶原，东京、银座,230286051,Aiko （Hotel Name：SMOOTH  SAILING ),荒川区,35.72623,139.78033,建物全体,18571,2,134,2024-06-11,2.09,8,206,38,Hotels and Inns Business Act | 東京都荒川区 | 30荒保衛環き（三）第16号
33231345,With Spa bath ♦︎Ueno Asakusa♦︎40mins to Airport,172963998,Randor,荒川区,35.73769,139.77733,建物全体,29524,1,42,2024-05-01,0.66,7,27,8,Hotels and Inns Business Act | 東京都荒川区保健所 | 30荒保衛環(三)第1号
33408930,H08 6min from Nishinippori by walk! 2DK for 4 ppl,51966672,Yoshi,荒川区,35.7323,139.76361,建物全体,17400,2,39,2024-05-07,0.62,4,7,2,M130011697
33499853,山手線徒歩８分、静かな一軒家,252450946,姜,荒川区,35.72635,139.77917,建物全体,,2,0,,,1,0,0,Hotels and Inns Business Act | 荒川区保健所 | ２９荒保衛環き(三)第９号
33732190,With Spa bath ♦︎Ueno Asakusa♦︎40mins to Airport,172963998,Randor,荒川区,35.7382,139.77869,建物全体,29524,1,39,2024-06-09,0.97,7,48,11,Hotels and Inns Business Act | 東京都荒川区保健所 | 30荒保衛環き(三)第1号
34256012,"102/1 Room/Nippori, Yanaka, Ueno, Asakusa/",254040248,Shunsuke,荒川区,35.74953,139.77892,建物全体,7429,1,82,2024-06-11,1.31,3,328,30,Hotels and Inns Business Act | 荒川区保健所 | 30荒保衛環き（三）第24号
34594826,With Spa bath ♦︎Ueno Asakusa♦︎40mins to Airport,172963998,Randor,荒川区,35.73958,139.77918,建物全体,25080,1,8,2024-05-16,0.19,7,34,1,Hotels and Inns Business Act | 東京都荒川区保健所 | 30荒保衛環き(三)第1号
34594885,With Spa bath♦︎Up to 5 ♦︎40mins to Narita Airport,172963998,Randor,荒川区,35.74,139.77692,建物全体,25080,1,11,2024-03-25,0.22,7,32,4,Hotels and Inns Business Act | 東京都荒川区保健所 | 30荒保衛環き(三)第1号
34595088,With Spa bath and Smart TV♦︎40mins to Airport,172963998,Randor,荒川区,35.73978,139.77867,建物全体,18096,1,13,2024-01-02,0.25,7,52,1,Hotels and Inns Business Act | 東京都荒川区保健所 | 30荒保衛環き(三)第1号
34665949,102山手线近上野全新温馨公寓 Near Ueno cozy New Room 102,135661841,June,荒川区,35.72609,139.78166,建物全体,10000,3,83,2024-06-14,1.37,6,318,30,Hotels and Inns Business Act | 台東区保健所 | 31台台健生環き第10162号
34693126,"2min from station Near Nippori,Ueno 日暮里上野東京",173432685,Mei,荒川区,35.73101,139.78023,一般住宅個室,,1,2,2019-10-08,0.03,1,0,0,Hotels and Inns Business Act | 東京都荒川区保険所 | 30荒保衛環き(三)第13号
34755458,Nippori train 2min 6Bed 3WC 2Bath Ueno Akihabara,126378836,蘭,荒川区,35.73594,139.7707,ホテル個室,29829,1,138,2024-06-23,2.26,2,215,54,Hotels and Inns Business Act | 東京都荒川区保健所 | 30荒保衛環き(三)第25号
34768771,上野浅草　日光　２０２号室,262176508,基,荒川区,35.7301,139.80028,一般住宅個室,,1,0,,,4,0,0,M130016478
34954003,Barrier-free Room♦Up to 12ppl♦40mins to Airport,172963998,Randor,荒川区,35.73919,139.77701,建物全体,,1,118,2024-06-09,3.14,7,75,45,Hotels and Inns Business Act | 東京都荒川区保健所 | 30荒保衛環き(三)第1号
35080422,"マンスリー帰国待機宿泊OK、南千住,上野10分浅草10分秋葉原15分お迎え,最大6",44079764,剛聡,荒川区,35.73795,139.79679,建物全体,12000,30,37,2021-10-10,0.60,2,67,0,Hotels and Inns Business Act | 東京都荒川区保健所 | ３０荒保衛環き（三）第２９号
35168400,"(36 min from Narita Airport) 200m3, Large Group OK",264861612,勝哉,荒川区,35.7279,139.77164,建物全体,,1,52,2023-09-17,0.85,2,142,6,Hotels and Inns Business Act | 東京都荒川区保健所 | 30荒保衛環き(三)第21号
35358143,東京・浅草・秋葉原まで直通、南千住5分、アクセス良好、Wi-Fi、MW Hotel Room 201,218499353,愛依,荒川区,35.73143,139.79712,建物全体,10429,2,22,2024-06-25,0.36,3,76,1,Hotels and Inns Business Act | 東京都荒川区保健所 | 30荒保衛環き（三）第１９号
35386738,東京・浅草・秋葉原まで直通、南千住5分、アクセス良好、Wi-Fi、MW Hotel Room 102,218499353,愛依,荒川区,35.7311,139.79553,建物全体,10786,2,14,2024-06-27,0.23,3,157,1,Hotels and Inns Business Act | 荒川区保健所 | 30荒保衛環き（三）第１９号
36042709,201 山手线温馨新公寓 New Ueno area cozy Apart （2～3人最合适）,135661841,June,荒川区,35.7263,139.78145,建物全体,11857,3,85,2024-06-01,1.40,6,298,33,Hotels and Inns Business Act | 台東区保健所 | 31台台健生環き第10162号
36082515,3 min to sta/2 sta. Direct to Nippori/Ueno/Tokyo!,229628284,Mori,荒川区,35.73462,139.77853,建物全体,39957,2,87,2024-06-21,1.47,4,23,46,Hotels and Inns Business Act | 東京都荒川区保健所 | 31荒保衛環き（三）第3号
36121486,誠道館 305／静かで出入り自由な完全個室（専用バス・トイレ）,17694529,Hisao,荒川区,35.72672,139.78201,建物全体,2900,1,128,2024-06-28,2.20,8,6,63,Hotels and Inns Business Act | 東京都 | 31荒保衛環へ第１3号
37460746,New 16ppl Ueno Asakusa Akihabara 1 min station,49376551,Takashi,荒川区,35.73576,139.77529,建物全体,30643,2,94,2024-06-04,1.67,1,233,44,Hotels and Inns Business Act | 東京都荒川区保健所 | ３１荒保衛環き(三)第１４号
37585786,Cozy StayShared Room MAX,281990140,미자,荒川区,35.73328,139.78113,共有部屋,4000,2,18,2024-05-20,1.25,2,176,12,M130007882
37586137,Cozy StayShared Room2F-A/B,281990140,미자,荒川区,35.73436361180607,139.78004146963463,共有部屋,24000,2,2,2024-05-20,0.67,2,181,2,M130007882
38733219,(200平米の広さ)日暮里プレイハウス|カラオケ|ダーツ|PS4|広々キッチン|30名以上可,264861612,勝哉,荒川区,35.72922,139.7729,建物全体,48571,1,408,2024-06-23,7.24,2,142,92,Hotels and Inns Business Act | 東京都荒川区保健所 | 30荒保衛環き(三)第２１号
38959817,#201/1 Room/Ueno Asakusa etc/1h to both airports,254040248,Shunsuke,荒川区,35.7486,139.77893,建物全体,7714,1,66,2024-06-16,1.15,3,321,33,Hotels and Inns Business Act | 荒川区保健所 | ３０荒保衛環き（三）第２４号
38961246,"301/1 Room/Nippori, Yanaka, Ueno, Asakusa/Wi-Fi",254040248,Shunsuke,荒川区,35.74854,139.77904,建物全体,7514,1,12,2020-03-23,0.21,3,305,0,Hotels and Inns Business Act | 荒川区保健所 | ３０荒保衛環き（三）第２４号
39515124,Sunny apartment  Nippori Sta. 5mins/big bed（R201）,232836811,Chonglin,荒川区,35.730132,139.774346,建物全体,10893,1,37,2024-06-09,0.67,40,101,25,Hotels and Inns Business Act | 荒川区保健所 | 31荒保衛環き(三)第8号
39515846,Sunny apartment  Nippori Sta. 5mins/big bed（R301）,232836811,Chonglin,荒川区,35.72998046875,139.77439880371094,建物全体,9071,1,36,2024-06-27,0.68,40,95,24,Hotels and Inns Business Act | 荒川区保健所 | 31荒保衛環き(三)第8号
39516005,Wafu Tatami apartment Nippori Sta. 5min/（No.R202）,232836811,Chonglin,荒川区,35.72998046875,139.77439880371094,建物全体,10094,1,48,2024-05-30,0.85,40,98,25,Hotels and Inns Business Act | 荒川区保健所 | 31荒保衛環き(三)第8号
39516162,Wafu Tatami apartment Nippori Sta. 5min/（No.R502）,232836811,Chonglin,荒川区,35.72998046875,139.77439880371094,建物全体,9764,1,37,2024-06-03,0.66,40,95,20,Hotels and Inns Business Act | 荒川区保健所 | 31荒保衛環き(三)第8号
39516423,Wafu twin bed apartment Nippori Sta. 5min（No.R403）,232836811,Chonglin,荒川区,35.72998046875,139.77439880371094,建物全体,9814,1,38,2024-05-17,0.68,40,86,23,Hotels and Inns Business Act | 荒川区保健所 | 31荒保衛環き(三)第8号
39516660,Sunny apartment near Nippori Sta. 5mins/two beds,232836811,Chonglin,荒川区,35.72998046875,139.77439880371094,建物全体,6571,1,19,2024-06-01,0.34,40,67,18,Hotels and Inns Business Act | 荒川区保健所 | 31荒保衛環き(三)第8号
39592806,Engedi　新築一軒家貸切、千代田線、JR山手、京成線沿い,227574969,은식,荒川区,35.74032,139.77115,建物全体,,2,0,,,4,0,0,Hotels and Inns Business Act | 荒川区保健所 | 31荒保衛環き(三)第9号
39615553,(Faith)一戸建ての個人室　JR山沿い。上野まで6分、池袋まで11分!,227574969,은식,荒川区,35.74094,139.77281,一般住宅個室,6014,2,57,2024-06-23,1.04,4,71,36,Hotels and Inns Business Act | 荒川区保健所 | 31荒保衛環き(三)第9号
39760859,プレジデンシャルスイートルーム♦︎フロントデスク完備のホテルの1室,172963998,Randor,荒川区,35.73776,139.77837,建物全体,,1,145,2024-06-17,2.80,7,84,38,Hotels and Inns Business Act | 荒川区保健所 | 30荒保衛環き(三)第1号
40268290,"(Love) 一戸建ての個人室　上野まで6分、池袋まで11分!
千代田線、JR山手、京成線沿い。",227574969,은식,荒川区,35.74114,139.77228,一般住宅個室,6414,2,56,2024-06-02,1.01,4,69,24,Hotels and Inns Business Act | 荒川区保健所 | 31荒保衛環き(三)第9号
40293559,"(Hope)千代田線、JR山手、京成線沿い。一戸建ての個人室。上野まで6分
池袋まで11分!",227574969,은식,荒川区,35.74119,139.77288,一般住宅個室,5671,2,42,2024-06-07,0.75,4,64,21,Hotels and Inns Business Act | 荒川区保健所 | ３１荒保衛環き(三)第９号
41010335,2mins->Keisei Nippori Station/Family Room+Shower,317905461,Hotel Owl Tokyo Nippori,荒川区,35.72924,139.77321,一般住宅個室,,1,3,2024-04-14,0.35,7,191,3,Hotels and Inns Business Act | 荒川区保健所長　倉橋俊至 | ２９荒保衛環き(三)第３号
41010661,2mins->Keisei Nippori Station/1 bed in Female Dorm,317905461,Hotel Owl Tokyo Nippori,荒川区,35.72924,139.77321,共有部屋,3957,1,26,2024-02-27,0.99,7,229,11,Hotels and Inns Business Act | 荒川区保健所長　倉橋俊至 | ２９荒保衛環き(三)第３号
41010866,2mins->Keisei Nippori Station/Mixed Capsule Room,317905461,Hotel Owl Tokyo Nippori,荒川区,35.72924,139.77321,共有部屋,4057,1,34,2024-06-12,0.68,7,236,19,Hotels and Inns Business Act | 荒川区保健所長　倉橋俊至 | ２９荒保衛環き(三)第３号
41010997,2mins->Keisei Nippori Station/Female Capsule Room,317905461,Hotel Owl Tokyo Nippori,荒川区,35.72924,139.77321,共有部屋,4057,1,16,2024-03-12,0.44,7,213,4,Hotels and Inns Business Act | 荒川区保健所長　倉橋俊至 | ２９荒保衛環き(三)第３号
41011907,2mins->Keisei Nippori Station/2 beds in Mixed Dorm,317905461,Hotel Owl Tokyo Nippori,荒川区,35.72924,139.77321,共有部屋,4786,1,17,2024-05-18,0.81,7,193,12,Hotels and Inns Business Act | 荒川区保健所長　倉橋俊至 | ２９荒保衛環き(三)第３号
41012037,2mins->Keisei Nippori Station/4 people room+shower,317905461,Hotel Owl Tokyo Nippori,荒川区,35.72924,139.77321,一般住宅個室,,1,4,2024-06-14,0.30,7,158,3,Hotels and Inns Business Act | 荒川区保健所長　倉橋俊至 | ２９荒保衛環き(三)第３号
41543166,5mins->Minamisenju Sta/1 bunk bed in Male Dorm,312493125,庸彰,荒川区,35.73097,139.80044,共有部屋,4078,1,3,2023-11-26,0.20,6,256,2,Hotels and Inns Business Act | 荒川区保健所長 | ３１荒保衛環き（三）第１８号
41543687,5mins->Minamisenju Sta/1 bunk bed in Girl Dorm,312493125,庸彰,荒川区,35.7293,139.79829,共有部屋,4078,1,11,2024-03-28,0.21,6,260,5,Hotels and Inns Business Act | 荒川区保健所長 | ３１荒保衛環き（三）第１８号
41543962,5mins->Minamisenju Sta/Twin room,312493125,庸彰,荒川区,35.73089,139.79835,一般住宅個室,7865,1,5,2023-04-03,0.10,6,248,0,Hotels and Inns Business Act | 荒川区保健所長 | ３１荒保衛環き（三）第１８号
